file_path,file_name,file_size,sha256,first_50_bytes_hex,detected_type,signature_match,malware_rule_hits,risk_score,verdict
G:\Users\win10secu3\Documents\File\File047,File047,1082258,6a34ddbbc2a43d2c911fbf7b59824c4b7860448f7c1435e520b562af33614d50,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL;API_WINEXEC;REG_SET_VALUE,3,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File048,File048,831,5ac465d7d37bad28b424c139e142cea865d163495182eecdebf02ea91705d0a9,efbbbf3c230a2e53594e4f505349530a095072696e74732074686520534841312068617368206f6620612066696c650a2e44,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File049,File049,1804,9f85d5be7ccd66b89e730bb720e157bac05d165d38cb41c343eb21421c10e359,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320626173696320617070730a2e4445534352495054494f4e0a,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File050,File050,86,0bfdd7cb1d0cb8697316b798e83792d11634273aa4471e31409fe86c15e70104,406563686f206f66660d0a736574202f6120636f6c6f723d2572616e646f6d252025252031360d0a636f6c6f722025636f6c,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File051,File051,716249,bb09f3b4e07672d3ac19638db0979ec4c5442492af49b14006c60c55a97f7d04,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File052,File052,146273,2853b3fa183165c4ec4fe29a88c722c5573c60c40ac92581fa2ee53f6af22a8c,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File053,File053,173909,cbc1858fa38513e9d63f90483cccc15745a5bfa58642b9fe8f60374f7d684308,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File054,File054,628,b2234d575d7257d1280199c630c2a9bc15d637dd04e040cff0d42dd8001f9531,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732047697420666f722057696e646f77730a2e44455343524950,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File055,File055,844097,044dabbdcc1d8d6dcac29643daf6a30de44ba64d551361019d0ac29f3d09c551,4344303014000600080000002100a990c0ad7b030000d3100000140000007070742f70726573656e746174696f6e2e786d6c,UNKNOWN,,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File056,File056,340390,eebca9f734909c752bd248639b0b387908cb6df0182ea97346857fc88affb08a,504b03040a000000000000002100fffffffff3010000f3010000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File057,File057,691,9c81453c7de7f7b959263051a8107ddafaad8a53fad4125c6a72541eb06a06bb,efbbbf3c230a2e53594e4f505349530a09456e61626c65732074686520676f64206d6f64650a2e4445534352495054494f4e,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File058,File058,23112,0b37ab6ce65c46852c4201e7756c243a8a019ceba7b62558b2666a7eb24afb17,2000200020002000200020002000200020002000200020002000200020002000200020002000200020002000200020002000,UNKNOWN,,,0,CLEAN
G:\Users\win10secu3\Documents\File\File059,File059,1720207,5220da04b5ef146ca0230533d56c2085c170d9557c7333faad22f3bc766fb2b0,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfde9b36d4976,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File060,File060,3072,35c1692f61a508740541e3ce33ebd664db88b7d78bbd99994b9082c42b99efdd,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File061,File061,106,d3dd96a21af17539c75ef957bd5a90b745c590af2667c282b160bdb2f0732067,406563686f206f66660d0a736574202f612064656c61793d2572616e646f6d252025252035202b20310d0a74696d656f7574,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File062,File062,11272,145cca35fc844f511e8af7756374d27125a440b088410ade80c15527fb39e224,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File063,File063,1962050,f1330cf05c37e77a9b29e7078d564282ca9c897ceebf50fa1e2078d21e48cffd,494433312e340d258084888c9094989ca0a4a8acb0b4b8bcc0c4c8ccd0d4d8dce0e4e8ecf0f4f8fc0d0d312030206f626a0d,MP3,MP3_ID3V2,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File064,File064,2138,06b41becd146579b61b1ff06b083406ec810d047b89adef3eaa0e50a3d6ade33,5b4c6f63616c697a656446696c654e616d65735d0d0a62696f6368656d5f6d65642d32332d322d3134332d332e7064663d40,TXT,TXT_HEURISTIC,SUSPICIOUS_TERMS,1,CLEAN
G:\Users\win10secu3\Documents\File\File065,File065,756,ae1723cc3fb17ca87d6be46de09162dcb52f4b5291c58a095e12cbe3bb5e2414,495343204c6963656e73650d0a0d0a436f7079726967687420286329205b796561725d205b66756c6c6e616d655d0d0a0d0a,TXT,TXT_HEURISTIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File066,File066,3259060,dacc4061e08088885f6338bdee771df124755e4b59c8abdd6bf96b9b81ddf538,255044462d312e370a25e2e3cfd30a362030206f626a0a3c3c2f46696c7465722f466c6174654465636f64652f4c656e6774,PDF,PDF_HEADER_V1,SUSPICIOUS_TERMS,1,CLEAN
G:\Users\win10secu3\Documents\File\File067,File067,366608,78d9ccc3aea19b6656afb4cb7a7afddf0eb3fa2ee3c348a628b3beeacd0e98a2,4d5a93000300000020000000ffff070000016540000000004000000001000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File068,File068,1485481,e9099b712728530d628b1198561e6c2cac999f54e07a0a3923b9ad6f2d36004b,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd59af244b92,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File069,File069,170993,4597944501acf1ef4475162997e25e581a6f5d7d760f85826e6960ef5a49d1fe,89504e470d0a1a0ae000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File070,File070,1645439,c4cc527b4b4c5cab414a2ca920a3596df19ed8f5808509672b6b25b7feeca047,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd49b3654b76,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File071,File071,11792,f650b7d8b20d0dc12ecdd0f683c3a1252d4fa0d9941378541738f38614af3c67,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File072,File072,1655833,cfe80c6d2e2233791b84e68c40dbba5be93805c5f8ad829cf525b9dfd67c25a8,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd699725c971,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File073,File073,157801,bd678df29699f8c9af45ec4bf10f8b7a197bb0d07850fa5c64fd013910bc5e5c,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File074,File074,7213107,1a8bd54fb55f42a50ab36aae0ec2e366a7e16f2169086aa448d062be79b1ab1a,504b03040a000000000000002100ffffffff2d0200002d020000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File075,File075,341331,44703ef6d22f6859c137eb844f3939d0e7aa21fb7f6bed16861758bb9e5229c5,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL;API_WINEXEC;REG_SET_VALUE,3,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File076,File076,115731,f7bd687eddd64d561b50372ddaef38b90ae58a358099a06dbf33a894856b9760,504b0304140008080800ab0b765900000000000000000000000010000000776f72642f686561646572312e786d6ccd96db8e,ZIP,OOXML_DOCX_HINT,,0,CLEAN
G:\Users\win10secu3\Documents\File\File077,File077,603,611d489613cbef351d56d9e5b5e51e44d95376d60b70cee8c1bf4fd9a3d128e0,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204368726f6d650a2e4445534352495054494f4e0a09546869,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File078,File078,160610,18bda15f6aed8448f4d714569c4ca343ad8e7dc0ebdd7016fe4ecf8ba51b2c2d,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File079,File079,339655,96cb4aaffd42b83c1f3325208d88d1d37bdc985d1e09bf3a01c42c3f4ce0a943,fffb90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,MP3,MP3_ID3V1,URL_PROTOCOL;API_WINEXEC;REG_SET_VALUE,3,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File080,File080,11792,4879d504f9bfb07bea63f737a7d075d02bd3ec8fdbec4acbcf13c22e2bece3b8,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File081,File081,3072,9a253a8e0737cd0f157afcdcccc509e8da3e15aa072c5d1aeb3921aa9364216b,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File082,File082,147,a8e59a9df5508fc37a2bbbd42cb25427b0916d474b012ba2bf826190145594cb,406563686f206f66660d0a7365742070617468733d433a5c57696e646f77735c20433a5c55736572735c20433a5c50726f67,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File083,File083,124,07c2b8430a74a8ac1622b5223d7b11b1cdfbc24db0e0b34ef72697c35799a91f,406563686f206f66660d0a736574202f61206e756d3d2572616e646f6d25202525203236202b2036350d0a666f72202f6620,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File084,File084,417316,8d274a84770ef915b9a2470fa11e0127ca78cff6717552b57a8a155aa3381533,255044462d312e330a25e2e3cfd30a312030206f626a0a3c3c0a2f54797065202f50616765730a2f436f756e742033330a2f,PDF,PDF_HEADER_V1,,0,CLEAN
G:\Users\win10secu3\Documents\File\File085,File085,406205,ef72773db6a85f9958aa9902903f0e901526100d826007770c095467ed72e9e3,504b030414000600080000002100b5cf3e7b02010000bb0200000b00ed015f72656c732f2e72656c7320a2e90128a0000200,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File086,File086,677,5c2ca1f15d4e9c3964785018c1f0a0309b2c64279c1b93cf3116fb71b60b9a0d,425344205a65726f20436c61757365204c6963656e73650d0a0d0a436f7079726967687420286329205b796561725d205b66,TXT,TXT_HEURISTIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File087,File087,288249,0b56a46148fe47c91eb72148db0d6948ba562aea7431e4b71eb5cd855ac0f1a3,504b0304140006000800000021008fbff13623040000c54e0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File088,File088,100,5cdf52caf1a723074afda063ada5d669fa3035e4122618a1379530863b6ff471,406563686f206f66660d0a666f72202f6c2025256920696e2028312c312c33322920646f20280d0a20202020736574202f61,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File089,File089,180248,34452eded8f8e27c105408e04149ed8de01b80fb4f05e8683ba24e831554734c,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File090,File090,169745,bd72109e3820a742b32a683a315f5bc0512250da6dcb4c46744af3e85f22da12,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File091,File091,494,22711f384d3443a30000d7829ff71f09745995c935bfd2e5f730884a4aa557a9,202020202020202020202020444f205748415420544845204655434b20594f552057414e5420544f205055424c4943204c49,TXT,TXT_HEURISTIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File092,File092,412847,4cd742b67eab294606c6f7813618af6d5824c2fefdc7469941a7f4394d8c3d12,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL;API_WINEXEC;REG_SET_VALUE,3,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File093,File093,3038333,a3c1db4b5a48165f66b1c52610c8c3c4232417756cf6f638a273020cd7eb8707,504b0304140006000800000021009d7c732ae3010000b50c0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File094,File094,62950,c5f3ac4a574e2bc4485f118c2861d93f6bdc8668cd28bb307fbd685fc98a26ed,504b03041400060008000000210081717d3cf8010000ba0c00001300cd015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File095,File095,259805,bc00e73aa9064d4acca54d5b4d69bf2e7182f31169fd8ad0a214ed6b306a7b0c,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,API_WINEXEC;REG_SET_VALUE,2,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File096,File096,187180,188899ce3ec824a842b71508e6a2b8fe96bb96d4bd7be338042a88df447f11b2,504b030414000600080000002100d571953ee10100007a090000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File097,File097,132678,98758513eab9dec8874b5bbe1c651544721007d344f9d8945c95c76a70a20bf9,ffd9ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_JFIF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File098,File098,1684054,a920e0ea11d2ba741547e289f88de354c5719366a8b3d32cf37db91cd68bd219,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd69ac6ddb75,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File099,File099,352,1458551d93f12aeada0bacd52b1e17f75167cc90fc09cf7504cce2b296352f65,0a22312e20496e7374616c6c20616e6420636f6e66696775726520746865206e656365737361727920646570656e64656e63,TXT,TXT_HEURISTIC,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File100,File100,27963,8d5335dba28ff705ead7a9f4c83872cdb0908e34f21421580a52c2ec8e72e446,504b0304140006000800000021001e27607088010000ae050000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File101,File101,12816,655ce7fca0959a0eeb39b41dc7bdf3e094558875fb433067b6abce1be34c7c08,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL;REG_SET_VALUE,2,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File102,File102,196042,6f07fef56af1ab119fa864ceb2d4e47a1877573ad12d4adae77d44e854c19552,52494646574156452d312e360d25e2e3cfd30d0a35392030206f626a203c3c2f4c696e656172697a656420312f4c20313936,RIFF,RIFF_GENERIC,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File103,File103,7474390,fc04c312670430be2afbd2119e448d49c95d53351777cf308b0f95c94ce254ff,255044462d312e340a25f6e4fcdf0a312030206f626a0a3c3c0a2f54797065202f436174616c6f670a2f56657273696f6e20,PDF,PDF_HEADER_V1,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File104,File104,1286316,b8c95670d177067441851cf45d2da12f39ec89bf3c9e85dea17a531ffadddfee,504b0304140006000800000021002b54510ed9020000a62400001300ba015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File105,File105,1426547,67cc5157e5d6ac139820be90071de05cf2d90400bb01f87610ec0b9f1aea9dc2,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfdf993245b76,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File106,File106,28944,f14a00c695926cd69546d07703f863828470524760afbce999abb84a6c13d900,450063006c00690070007300650020005000750062006c006900630020004c006900630065006e007300650020002d002000,UNKNOWN,,,0,CLEAN
G:\Users\win10secu3\Documents\File\File107,File107,142129,9ae9a368cd561264a95abb5e5198f0b449c17afb9eb4eb93352f399978eac44a,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File108,File108,1544836,c4652a51f423257ee8f535c8ebab08230171ab681f25bfaed0caeaa7f4d91ecf,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfde9b22c4992,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File109,File109,556987,03ef8efddfe82b94dd5ab780706f928bfb3c614e21fae4686e9812f06fc000b4,52494646574156452d312e330a25e2e3cfd30a312030206f626a0a3c3c0a2f54797065202f50616765730a2f436f756e7420,RIFF,RIFF_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File110,File110,2828,e64f9accbe14dc70a30ded34c08ff2a374e1b69a9ba777693eee04f83986d5af,4d6963726f736f6674205075626c6963204c6963656e736520284d732d504c290d0a0d0a54686973206c6963656e73652067,TXT,TXT_HEURISTIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File111,File111,146438,be4813b07294520099ee561ef594396d61726eb042568cdca2bd27af6582e2d5,504b030414000600080000002100458c023abc010000640800001300dc015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File112,File112,41,c46cfe45b8b38d43397873bcb7fa2e4d17a4d20727e77ab8d86a66bc8acd9a32,406563686f206f66660d0a6563686f2052616e646f6d20537472696e673a202572616e646f6d250d0a,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File113,File113,160547,c556339e370a7f8bc3fd9c1966adad947090eb47a158f906f0a21e292cdc54ee,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File114,File114,527117,7662e8701c4b0dd703a57a78f4be877a743315267c28fb78ced2ba2f286bb8dc,255044462d312e330a25e2e3cfd30a312030206f626a0a3c3c0a2f54797065202f50616765730a2f436f756e742032300a2f,PDF,PDF_HEADER_V1,,0,CLEAN
G:\Users\win10secu3\Documents\File\File115,File115,1063014,ad1d9a68a9007982adbf3af743d79b5e21bd8048c8ebf513cbed290406c26a4b,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL;API_WINEXEC;REG_SET_VALUE,3,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File116,File116,694240,358f93a1d4b7abbfbb30e5e1cf307101626b20898ae1979c4cc53238f24ea25e,504b0304140006000800000021007476540cd00100006c0b0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File117,File117,64531,9d21d85165b09487ce74a8b955757454616cda16525b02d2e2043f21de7c0bff,504b0304140006000800000021009cbd3ce3ce010000c40b0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File118,File118,1080656,624ee8195382d2c555046293546c65c215e25751b75c0aedaa8a842cc22aca11,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,API_WINEXEC;REG_SET_VALUE,2,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File119,File119,555,1b94ffee23b76220566a8507d7e1b0b1940a971e1a700d4496658fcd3b5f5f8c,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320547769747465720a2e4445534352495054494f4e0a095468,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File120,File120,572,13a6ac51b47813e8e2bc1fea590c05cc6bc8e3ad964e3518de976d3ebb66f8f9,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73205468756e646572626972640a2e4445534352495054494f4e,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File121,File121,345850,efbbc257b678eba3fd5a0d5ed8d5490a4a55fad8e4cd1e491a6b8cfcb3ac6945,504b0304140006000800000021009f04c7c538020000541000001300c2015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File122,File122,572074,af914f86a773bb8a035937c1603ae4cc1576b83dc6e4149bbf3d5f1219500015,504b030414000808080048a5755900000000000000000000000012000000776f72642f6e756d626572696e672e786d6ced9b,ZIP,OOXML_DOCX_HINT,,0,CLEAN
G:\Users\win10secu3\Documents\File\File123,File123,521414,2c174db14e47a3582b5949c040ee19766c0a1e79810b924609c737ef14a77de6,255044462d312e350d0a25b5b5b5b50d0a312030206f626a0d0a3c3c2f547970652f436174616c6f672f5061676573203220,PDF,PDF_HEADER_V1,,0,CLEAN
G:\Users\win10secu3\Documents\File\File124,File124,173180,115d22a6395054520a5e9e5e3e3d802ed1e2152455daea71b1bbb3fb3818cfcd,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File125,File125,1591997,314241eeef941f55c2be2c9da7d161d5c55e91c020f2fb5e8af91e418a695f4e,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd67b465c975,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File126,File126,1502871,ec201bdcb6f90ca2416ded4104e63c1a1f08ea14f4c22a2cbda99ee6c8259b6f,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd77b025c979,PNG,PNG_SIGNATURE,,0,CLEAN
G:\Users\win10secu3\Documents\File\File127,File127,154510,e188f2817b33216c311c017d1b92e112abcb5bee1a2d4437efc58ab7490cc273,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File128,File128,87,aecfaf78992755f73ee068196d43a6775e2ece96c2770171529e2517633396b6,406563686f206f66660d0a736574202f6120636f64653d2572616e646f6d25202525203235350d0a6563686f204578697469,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File129,File129,217395,34768eb405fa77fd6375a3d87e40ad1df08c268171dfaf20230774e6c7612a8f,255044462d312e330a25e2e3cfd30a312030206f626a0a3c3c0a2f54797065202f50616765730a2f436f756e742031390a2f,PDF,PDF_HEADER_V1,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File130,File130,100153,1e6534a07ccd6b616c9a80228698c73903dce2aad3053db598e9ae8ab4788c1e,504b0304140006000800000021003d578734c6010000bf080000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File131,File131,26769,ca081c2d441688ece3475cdbd3136d3249fe993605e1053eeafbbb441f9486d8,504b030414000600080000002100a674045285010000ac070000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File132,File132,588152,d795e506a98b382038c9b29117996c95f2edf9388105fc61347539c8312fbc83,255044462d312e360d25e2e3cfd30d0a3433312030206f626a0d3c3c2f4c696e656172697a656420312f4c20353838313532,PDF,PDF_HEADER_V1,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File133,File133,159149,0dcaf05f6c9f659cb8e342464316504b7ee03cb0aaae1731307206bb8130d74c,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File134,File134,744699,338d8b3851a2bed5444ff6364c5b70d6e5e1901195611e4a0a7592423375cab9,504b0304140006000800000021003d578734c6010000bf080000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File135,File135,5765224,dbcc6774709f846bfd632ba7f29bc152b24a5afcd431e1c875a7e67e97c9f6b3,255044462d312e370d25e2e3cfd30d0a312030206f626a0a3c3c2f4163726f466f726d2035203020522f4c616e6728656e29,PDF,PDF_HEADER_V1,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File136,File136,1809714,e9e9b42ee499b4d0e717bbfece1011af2127c9bc70dd9d1e8feb0a59e654c2f7,0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd5bb32449921e887daa66ee1e71,UNKNOWN,,,0,CLEAN
G:\Users\win10secu3\Documents\File\File137,File137,1359,36266a8fd073568394cb81cdb2b124f7fdae2c64c1a7ed09db34b4d22efa2951,426f6f737420536f667477617265204c6963656e7365202d2056657273696f6e20312e30202d204175677573742031377468,TXT,TXT_HEURISTIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File138,File138,663177,41074035c291360d30b057eab0418219e3c531bb3186be50bb15bffbb8d7fb64,255044462d312e370a25e2e3cfd30a312030206f626a0a3c3c2f436f6c6f7253706163652f446576696365477261792f5375,PDF,PDF_HEADER_V1,URL_PROTOCOL;SUSPICIOUS_TERMS,2,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File139,File139,168,2c214b7b450719ebdfde3e695e521d5b68592086983ee6bec6b9cc8a9983fab2,406563686f206f66660d0a7365742073656e74656e6365733d48656c6c6f7c486f772061726520796f753f7c4e6963652077,BAT,BAT_ECHO_OFF,,0,CLEAN
